idn,titel,author,rela,gnd
1022330926,"""Gott ist tot - Gott ist rot""","Eitler, Pascal",Verfasser,(DE-588)138447012; https://d-nb.info/gnd/138447012; (DE-101)138447012
99215331X,"""Gott ist tot - Gott ist rot""","Eitler, Pascal",Verfasser,(DE-588)138447012; https://d-nb.info/gnd/138447012; (DE-101)138447012
998064394,"Harry, hol schon mal den Besen!",unknown,unknown,unknown
1049716922,Lagerfeuer im Atomzeitalter,unknown,unknown,unknown
1187919853,Methodenkritik der Sozialen Arbeit im Wandel der Studentenbewegung,"M. S. Röhl, Ulrike",Verfasser,unknown
1006781773,Methodenkritik der Sozialen Arbeit im Wandel der Studentenbewegung,"M. S. Röhl, Ulrike",Verfasser,unknown
996393056,"Mythos ""1968""",unknown,unknown,unknown
99700777X,Paulas Weg ins Leben,"Bilang, Cea",Verfasser,(DE-588)139361251; https://d-nb.info/gnd/139361251; (DE-101)139361251
994331320,Politik mit dem Körper,unknown,unknown,unknown
997430710,Politische Protestbewegungen,unknown,unknown,unknown
1006800298,Protest und soziale Bewegung,"Paeßens, Anna Caroline ",Verfasser,unknown
997222042,Rockmusik und die 68er-Bewegung,"Staib, Klaus",Verfasser,unknown
984805915,Soziale Arbeit und soziale Bewegungen,unknown,unknown,unknown
99174604X,Unser Kampf,"Aly, Götz",Verfasser,(DE-588)115766065; https://d-nb.info/gnd/115766065; (DE-101)115766065
1258387549,Unser Kampf,"Aly, Götz",Verfasser,(DE-588)115766065; https://d-nb.info/gnd/115766065; (DE-101)115766065
999695673,Von Adorno zu Mao,"Benicke, Jens",Verfasser,(DE-588)102392577X; https://d-nb.info/gnd/102392577X; (DE-101)102392577X
1006665110,Wechselwirkungen - Die Berichterstattung ausgewählter Zeitungen des Axel-Springer-Verlages und die ‚Anti-Springer-Kampagne‘ der 68er-Studentenbewegung,"Hadem, Marco",Verfasser,unknown
1181617553,Wechselwirkungen - Die Berichterstattung ausgewählter Zeitungen des Axel-Springer-Verlages und die ‚Anti-Springer-Kampagne‘ der 68er-Studentenbewegung,"Hadem, Marco",Verfasser,unknown
1197536523,"Wie sinnvoll reden über ""1968 und die Germanistik""?","Herrmann, Hans Peter",Verfasser,(DE-588)12180741X; https://d-nb.info/gnd/12180741X; (DE-101)12180741X
1204826137,"Wie sinnvoll reden über ""1968 und die Germanistik""?","Herrmann, Hans Peter",Verfasser,(DE-588)12180741X; https://d-nb.info/gnd/12180741X; (DE-101)12180741X
996034161,Zwischen Medellín und Paris,unknown,unknown,unknown
99088208X,1968 - alles nur Geschichte?,unknown,unknown,unknown
988239108,1968,unknown,unknown,unknown
986479632,1968,unknown,unknown,unknown
986967610,1968 am Rhein,unknown,unknown,unknown
989219178,1968 in Göttingen,unknown,unknown,unknown
1216783217,1968/2008,unknown,unknown,unknown
991823214,1968/2008,unknown,unknown,unknown
987027689,"""1968"" in Jugoslawien",unknown,unknown,unknown
987803271,40 Jahre 1968 - die Rolle des SDS,"Butollo, Florian",Verfasser,(DE-588)1022444468; https://d-nb.info/gnd/1022444468; (DE-101)1022444468
991471857,40 Jahre 1968,unknown,unknown,unknown
989587274,40 Jahre Erinnerung an 68,unknown,unknown,unknown
98812436X,Abschied vom Elfenbeinturm?,"Spix, Boris",Verfasser,unknown
989330540,Achtundsechzig,"Negt, Oskar",Verfasser,(DE-588)11858684X; https://d-nb.info/gnd/11858684X; (DE-101)11858684X
988023962,Aufbruch in NRW,"Kozicki, Norbert",Verfasser,(DE-588)112302726; https://d-nb.info/gnd/112302726; (DE-101)112302726
990370232,"""Carolina"" Graz und die katholische Studentenbewegung Vorarlbergs vor dem Ersten Weltkrieg",unknown,unknown,unknown
98912407X,Das Otto-Suhr-Institut und der Schatten der Geschichte,"Funke, Hajo",Verfasser,(DE-588)122730992; https://d-nb.info/gnd/122730992; (DE-101)122730992
987521349,Das Problem der Revolution in Deutschland,unknown,unknown,unknown
989459993,Democracy and social change,"Pak, Mi",Verfasser,unknown
987145282,"Den deutschen ""Cäsar"" bezwingen","Seitenbecher, Manuel",Verfasser,(DE-588)1034184326; https://d-nb.info/gnd/1034184326; (DE-101)1034184326
984641521,Der diskrete Charme der Rebellion,"Mohr, Reinhard",Verfasser,(DE-588)124940056; https://d-nb.info/gnd/124940056; (DE-101)124940056
118099339X,Der kurze Atem der Provokation und seine Bedeutung für soziale Bewegungen - Verdeutlicht am Beispiel der Studentenproteste in Peking 1989,"Merkel, Jana",Verfasser,unknown
988522985,Der Querdenker,"Ludwig, Ralph",Verfasser,(DE-588)124107702; https://d-nb.info/gnd/124107702; (DE-101)124107702
988143100,Die 68er,unknown,unknown,unknown
1261742028,Die 68er-Bewegung in München,"Vierbacher, Fabian",Verfasser,unknown
1189419904,Die 68er-Studentenbewegung als Jugendkultur in Deutschland am Beispiel Bochums,"Reifenrath, Florian",Verfasser,unknown
1006320644,Die 68er-Studentenbewegung als Jugendkultur in Deutschland am Beispiel Bochums,"Reifenrath, Florian",Verfasser,unknown
988813629,Die 68erinnen,unknown,unknown,unknown
989238989,"""Die letzte Schlacht gewinnen wir!""",unknown,unknown,unknown
99074924X,Die SED und die APO,"Witkowski, Mareike",Verfasser,(DE-588)133657035; https://d-nb.info/gnd/133657035; (DE-101)133657035
993153100,Die SED und die APO,unknown,unknown,unknown
1179374576,Die Studentenbewegung der 1960er Jahre in Deutschland,"Heise, Nina",Verfasser,unknown
1006240659,Die Studentenbewegung in der BRD von 1967 bis 1969 - ein kurzer Überblick,"Sander, Alexander",Verfasser,unknown
992612683,Die Studentenbewegung von 1968 in Nordrhein-Westfalen,unknown,unknown,unknown
986631140,Die unbequeme Zeit,"Ruetz, Michael",Verfasser,(DE-588)118816330; https://d-nb.info/gnd/118816330; (DE-101)118816330
990369595,"""Ein edler Kreis von Geistestitanen""",unknown,unknown,unknown
1010310631,Erwin K. Scheuch im roten Jahrzehnt,"Scheuch, Ute",Verfasser,(DE-588)110878191; https://d-nb.info/gnd/110878191; (DE-101)110878191
1155966945,Flugblätter zur Notstandsgesetzgebung München 1968,unknown,unknown,unknown
987047388,Fritz Teufel,"Carini, Marco",Verfasser,(DE-588)124212042; https://d-nb.info/gnd/124212042; (DE-101)124212042
987716646,Heißer Sommer,"Timm, Uwe",Verfasser,(DE-588)118839276; https://d-nb.info/gnd/118839276; (DE-101)118839276
991891899,Heißer Sommer,"Timm, Uwe",Verfasser,(DE-588)118839276; https://d-nb.info/gnd/118839276; (DE-101)118839276
98437261X,Jahre ohne Amrar,"Blain, Malika",Verfasser,unknown
986666092,Junge Hunde,"Nix, Christoph",Verfasser,(DE-588)129341568; https://d-nb.info/gnd/129341568; (DE-101)129341568
975080261,Konstitution und Klassenkampf,"Krahl, Hans-Jürgen",Verfasser,(DE-588)11898845X; https://d-nb.info/gnd/11898845X; (DE-101)11898845X
988574144,Kulturrevolution als Vorbild?,unknown,unknown,unknown
986280321,Lenz,"Schneider, Peter",Verfasser,(DE-588)118758675; https://d-nb.info/gnd/118758675; (DE-101)118758675
989388077,Maj '68,unknown,unknown,unknown
988384779,Mein Leben als 68er,"Strehle, Res",Verfasser,(DE-588)170370836; https://d-nb.info/gnd/170370836; (DE-101)170370836
987356119,Notstand der Demokratie,"Spernol, Boris",Verfasser,(DE-588)1033803804; https://d-nb.info/gnd/1033803804; (DE-101)1033803804
986902020,"Paris, Mai '68",unknown,unknown,unknown
991880285,Staatsmacht und Öffentlichkeit - wie frei war das Fernsehen 1968?,unknown,unknown,unknown
1050722671,"Studentenlieder, Märsche und Polkas",unknown,unknown,unknown
986653314,Unser Kampf,"Aly, Götz",Verfasser,(DE-588)115766065; https://d-nb.info/gnd/115766065; (DE-101)115766065
988747227,Unsere wilden Jahre,"Friesenbichler, Georg",Verfasser,(DE-588)136433898; https://d-nb.info/gnd/136433898; (DE-101)136433898
986851868,"Was war, was bleibt",unknown,unknown,unknown
1191660060,Wie ein Fisch im Wasser der Zeichenwelt: Spaßguerilla seit den 1960er Jahren,"Teune, Simon",Verfasser,unknown
991852346,Zweitausend8undsechzig,unknown,unknown,unknown
1060389355,"Von Demos, Teach-ins, Kinderläden","Brinkmann, Heinrich",Verfasser,unknown
984317910,1968,unknown,unknown,unknown
982345380,1968,unknown,unknown,unknown
982916728,30 Jahre Ketzer - Der interessanteste Bohrkern aus den Sedimenten der Studentenbewegung bis ins traurige Alluvium der Pax Amerikana,"Hoevels, Fritz E.",Verfasser,unknown
1181111129,Der Wandel des Sozialistischen Deutschen Studentenbundes (SDS) vom parteikonformen Studentenverband zur wichtigsten Initiativgruppe innerhalb der Studentenbewegung,"Schrodi, Simone",Verfasser,unknown
1184684359,Die Entwicklung und das sexuelle Dasein des Protagonisten Ullrich Krause in Uwe Timm's „Heißer Sommer“,"Plagge, Lydia",Verfasser,unknown
1005880689,Die politischen Ziele und Feindbilder der Studentenbewegung,"Kalaitzi, Maria",Verfasser,unknown
1138709883,Die RAF zwischen Anspruch und Wirklichkeit - ein Vergleich,"Klaus, Daniel",Verfasser,unknown
1184904294,Die Ursachen der Studentenproteste in den sechziger Jahren,"Steinmeyer, Johannes",Verfasser,unknown
984294864,Kleine Geschichte des SDS,"Fichter, Tilman",Verfasser,(DE-588)12200048X; https://d-nb.info/gnd/12200048X; (DE-101)12200048X
98319453X,Notstandskampagne und Rote-Punkt-Aktion,"Berlit, Anna Christina",Verfasser,unknown
1109894953,Paradigmawechsel anhand der Studentenbewegung 1968,"Janzen, Loretta",Verfasser,unknown
98268861X,Protest und Provokation,unknown,unknown,unknown
1109887876,Sind die Grünen noch grün? - Die programmatischen und strukturellen Veränderungen einer Partei: Ein notwendiger Prozess zur Etablierung in der Parteienlandschaft?,"Vogelgesang, Maike",Verfasser,unknown
1192023412,Südkoreas Zivilgesellschaft: Leistungen und Herausforderungen,"Kern, Thomas",Verfasser,(DE-588)130432628; https://d-nb.info/gnd/130432628; (DE-101)130432628
973575026,Von den Worten zu den Waffen?,"Kailitz, Susanne",Verfasser,unknown
983610231,Wie alles anfing,"Baumann, Michael",Verfasser,(DE-588)118507516; https://d-nb.info/gnd/118507516; (DE-101)118507516
1103501321,"1968 - das Jahr, das den Muff aus den Talaren fegte : als Frankfurter Studenten die ""autonome und politische Volksuniversität Frankfurt"" ausriefen","Maaser, Michael",Verfasser,(DE-588)111419727; https://d-nb.info/gnd/111419727; (DE-101)111419727
977977757,1968 - Demonstranten vor Gericht,"Dostal, Caroline",Verfasser,(DE-588)131510657; https://d-nb.info/gnd/131510657; (DE-101)131510657
969660367,"58er, 68er und 78er heute",unknown,unknown,unknown
1180930592,Das Gewaltverständnis des Rudi Dutschke,"Krause, Katharina",Verfasser,unknown
979058252,Der lange Gang,"Bolius, Uwe",Verfasser,(DE-588)118096133; https://d-nb.info/gnd/118096133; (DE-101)118096133
977217175,Der schwarze Stern der Tupamaros,"Seyfried, Gerhard",Verfasser,(DE-588)115834168; https://d-nb.info/gnd/115834168; (DE-101)115834168
981669816,"Die APO und der Konflikt mit der ""Vatergeneration""","Seidl, Florian",Verfasser,(DE-588)119061252; https://d-nb.info/gnd/119061252; (DE-101)119061252
1261696786,Die politischen Ziele und Feindbilder der Studentenbewegung,"Kalaitzi, Maria",Verfasser,unknown
98137445X,Die präwendalen Couleuriker und die Rudelsburger Allianz,unknown,unknown,unknown
97978946X,Die RAF und der linke Terrorismus,unknown,unknown,unknown
1109894627,Die Studentenbewegungen der 60er Jahre,"Roseck, Maja",Verfasser,unknown
978120728,Gegenkultur und Avantgarde 1950 - 1970,"Hecken, Thomas",Verfasser,(DE-588)115539778; https://d-nb.info/gnd/115539778; (DE-101)115539778
1077366124,Gewalt in der Dritten Welt und in den Metropolen,"Rabe, Gerald",Verfasser,unknown
976752034,Jahre ohne Amrar,"Leeuwen, Joke van",Verfasser,(DE-588)11946182X; https://d-nb.info/gnd/11946182X; (DE-101)11946182X
979692318,Krieg in Mirandão,"Molica, Fernando",Verfasser,(DE-588)132003856; https://d-nb.info/gnd/132003856; (DE-101)132003856
981281915,Riemville sechzig,"Eidam, Gerd",Verfasser,(DE-588)120466821; https://d-nb.info/gnd/120466821; (DE-101)120466821
979479169,"Wo ""1968"" liegt",unknown,unknown,unknown
993625975,Der erste Schritt zur Freiheit,"Elhardt, Rudolf",Verfasser,(DE-588)114175209; https://d-nb.info/gnd/114175209; (DE-101)114175209
971329133,Die 68er,"Busche, Jürgen",Verfasser,(DE-588)12000478X; https://d-nb.info/gnd/12000478X; (DE-101)12000478X
989538516,Die 68er Bewegung,"Gilcher-Holtey, Ingrid",Verfasser,(DE-588)11100618X; https://d-nb.info/gnd/11100618X; (DE-101)11100618X
973121505,Die Bombe im jüdischen Gemeindehaus,"Kraushaar, Wolfgang",Verfasser,(DE-588)120283344; https://d-nb.info/gnd/120283344; (DE-101)120283344
974317403,Die Reise,"Vesper, Bernward",Verfasser,(DE-588)118626728; https://d-nb.info/gnd/118626728; (DE-101)118626728
1178616673,Die Studentenbewegung in der BRD von 1967 bis 1969 - ein kurzer Überblick,"Sander, Alexander",Verfasser,unknown
1197536507,Die Widersprüche waren die Hoffnung,"Herrmann, Hans Peter",Verfasser,(DE-588)12180741X; https://d-nb.info/gnd/12180741X; (DE-101)12180741X
1204825955,Die Widersprüche waren die Hoffnung,"Herrmann, Hans Peter",Verfasser,(DE-588)12180741X; https://d-nb.info/gnd/12180741X; (DE-101)12180741X
973195568,Freiheit oder Tod!,"Kuhn, Axel",Verfasser,(DE-588)121212831; https://d-nb.info/gnd/121212831; (DE-101)121212831
118328098X,Habermas und die Studentenbewegung der 60er Jahre,"Dittmer, Lena",Verfasser,unknown
97341667X,Lenz,"Schneider, Peter",Verfasser,(DE-588)118758675; https://d-nb.info/gnd/118758675; (DE-101)118758675
973078715,Protest im Radio,"Eichler, Antje",Verfasser,(DE-588)129828629; https://d-nb.info/gnd/129828629; (DE-101)129828629
973121483,"Rudi Dutschke, Andreas Baader und die RAF",unknown,unknown,unknown
974876607,Sexualität im westdeutschen Roman der späten 60er und frühen 70er Jahre,"Görke, Daniela",Verfasser,(DE-588)130310212; https://d-nb.info/gnd/130310212; (DE-101)130310212
975320653,"Stalins Enkel, Maos Söhne","Kühn, Andreas",Verfasser,(DE-588)130481971; https://d-nb.info/gnd/130481971; (DE-101)130481971
973457538,"Studentenbewegung, Literatur und die Neuentdeckung der Fremde","Kamya, Julienne",Verfasser,unknown
970395248,"""Am Rande des Bankrotts ...""",unknown,unknown,unknown
971348707,Der schwarze Stern der Tupamaros,"Seyfried, Gerhard",Verfasser,(DE-588)115834168; https://d-nb.info/gnd/115834168; (DE-101)115834168
973940352,Hnutí '68 na Západě,"Gilcher-Holtey, Ingrid",Verfasser,(DE-588)11100618X; https://d-nb.info/gnd/11100618X; (DE-101)11100618X
1191415317,Labor and global justice: emerging reform coalitions in the world s only superpower,"Turner, Lowell",Verfasser,unknown
967745837,"Le mai, le joli mai","Bichelberger, Roger",Verfasser,(DE-588)118939149; https://d-nb.info/gnd/118939149; (DE-101)118939149
971799105,Nach Nürnberg und Tokio,"Kittel, Manfred",Verfasser,(DE-588)131995596; https://d-nb.info/gnd/131995596; (DE-101)131995596
971689474,Nachgelassene Schriften,"Marcuse, Herbert",Verfasser,(DE-588)118577638; https://d-nb.info/gnd/118577638; (DE-101)118577638
96771544X,Verrückt,"Jin, Ha",Verfasser,(DE-588)122370228; https://d-nb.info/gnd/122370228; (DE-101)122370228
967186285,"Buch, Buchhandel und Rundfunk 1968 und die Folgen",unknown,unknown,unknown
967172519,Das Licht im Haus gegenüber,"Rudelius, Wolfgang",Verfasser,(DE-588)124805132; https://d-nb.info/gnd/124805132; (DE-101)124805132
965718808,Die 68er,"Busche, Jürgen",Verfasser,(DE-588)12000478X; https://d-nb.info/gnd/12000478X; (DE-101)12000478X
969209703,Diskutieren in der frühen Bundesrepublik,"Verheyen, Nina",Verfasser,(DE-588)128462582; https://d-nb.info/gnd/128462582; (DE-101)128462582
1192019202,"Diskutieren in der frühen Bundesrepublik: zur Kulturgeschichte des ""besseren Arguments"" zwischen Re-education und Studentenbewegung","Verheyen, Nina",Verfasser,(DE-588)128462582; https://d-nb.info/gnd/128462582; (DE-101)128462582
967449170,Frankfurter Schule und Studentenbewegung,unknown,unknown,unknown
967554195,Fritz Teufel,"Carini, Marco",Verfasser,(DE-588)124212042; https://d-nb.info/gnd/124212042; (DE-101)124212042
969104030,Mit streitbarem Glauben und leidenschaftlicher Zuversicht,unknown,unknown,unknown
966489470,"Paris, Mai 1968","Nooteboom, Cees",Verfasser,(DE-588)119049422; https://d-nb.info/gnd/119049422; (DE-101)119049422
969201583,Proteste an der Leine,unknown,unknown,unknown
968793916,Rote Frauen werden immer schöner,"Fajardie, Frédéric H.",Verfasser,(DE-588)119349299; https://d-nb.info/gnd/119349299; (DE-101)119349299
965547701,1968 - Versuch einer Bilanz,unknown,unknown,unknown
964595605,Aufstand gegen Autorität und Tradition,"Buchrucker, Armin-Ernst",Verfasser,(DE-588)117733369; https://d-nb.info/gnd/117733369; (DE-101)117733369
1177618699,"Außerparlamentarische Opposition in Deutschland ´Zwischen Protest, Gewalt und Integration´","Zimmermann, Lutz",Verfasser,unknown
1074641752,Die 68er Bewegung,"Benöhr, David",Verfasser,unknown
965205509,Die verspielte Revolution,"Wesel, Uwe",Verfasser,(DE-588)11569689X; https://d-nb.info/gnd/11569689X; (DE-101)11569689X
963848518,Protest-Inszenierungen,"Fahlenbrach, Kathrin",Verfasser,(DE-588)123577993; https://d-nb.info/gnd/123577993; (DE-101)123577993
1035591073,Protest-Inszenierungen,unknown,unknown,unknown
961416467,1968,"Renner, Jens",Verfasser,(DE-588)123397693; https://d-nb.info/gnd/123397693; (DE-101)123397693
1180853873,1968 – Die Studentenbewegung,unknown,unknown,unknown
964000717,'68 - eine Weltrevolution,unknown,unknown,unknown
961189665,68: trau keinem?,unknown,unknown,unknown
1074567587,Das Ende des SDS,"Herzog, Benno",Verfasser,(DE-588)116678939X; https://d-nb.info/gnd/116678939X; (DE-101)116678939X
1187050741,Das Zerreden von Auschwitz in der Schule: tiefenhermeneutische Rekonstruktion einer Schulstunde und eines narrativen Interviews mit einer 68er Lehrerin,"König, Hans-Dieter",Verfasser,unknown
961983507,Der Pariser Mai im französischen Kino,"Lommel, Michael",Verfasser,(DE-588)12305415X; https://d-nb.info/gnd/12305415X; (DE-101)12305415X
962178918,Die 68er Bewegung,"Gilcher-Holtey, Ingrid",Verfasser,(DE-588)11100618X; https://d-nb.info/gnd/11100618X; (DE-101)11100618X
960950524,Die Universität auf der Piazza,"Kurz, Jan",Verfasser,(DE-588)113955030; https://d-nb.info/gnd/113955030; (DE-101)113955030
961476265,Fischer in Frankfurt,"Kraushaar, Wolfgang",Verfasser,(DE-588)120283344; https://d-nb.info/gnd/120283344; (DE-101)120283344
960364544,Flaschenposten und kein Ende des Endes,"Komfort-Hein, Susanne",Verfasser,(DE-588)172947383; https://d-nb.info/gnd/172947383; (DE-101)172947383
963497936,Keine Ruhe nach dem Sturm,"Heider, Ulrike",Verfasser,(DE-588)1046509918; https://d-nb.info/gnd/1046509918; (DE-101)1046509918
961819642,Mythos '68,"Langguth, Gerd",Verfasser,(DE-588)120502178; https://d-nb.info/gnd/120502178; (DE-101)120502178
962894206,Ortswechsel,"Lodge, David",Verfasser,(DE-588)118915185; https://d-nb.info/gnd/118915185; (DE-101)118915185
961127708,"""Repressiv getrennt"" oder ""organisch verbündet""","Tolomelli, Marica",Verfasser,(DE-588)1044809159; https://d-nb.info/gnd/1044809159; (DE-101)1044809159
1304554619,Eine Anmerkung zum Verhältnis von Autorität und Universität,"Weiss, János",Verfasser,unknown
95901425X,"""1968"" in der Schule","Reimer, Uwe",Verfasser,(DE-588)120942089; https://d-nb.info/gnd/120942089; (DE-101)120942089
1008871001,Aufstand gegen Autorität und Tradition,"Buchrucker, Armin-Ernst",Verfasser,(DE-588)117733369; https://d-nb.info/gnd/117733369; (DE-101)117733369
96020640X,"Belles lettres, Graffiti",unknown,unknown,unknown
960392025,Der Einfluss der Studentenbewegung auf die Sozialistische Jugend Deutschlands - Die Falken in den Jahren 1966 bis 1973,"Eberhardt-Köster, Thomas",Verfasser,(DE-588)122564995; https://d-nb.info/gnd/122564995; (DE-101)122564995
959007652,Der Jade-Pavillon,"Konsalik, Heinz G.",Verfasser,(DE-588)11856515X; https://d-nb.info/gnd/11856515X; (DE-101)11856515X
965048853,Der Jade-Pavillon,"Konsalik, Heinz G.",Verfasser,(DE-588)11856515X; https://d-nb.info/gnd/11856515X; (DE-101)11856515X
959548521,Die Studentenproteste der 60er Jahre,unknown,unknown,unknown
1192187539,Halbstarkenproteste und Studentenrevolte in Hannover: eine Konflikttheorie sozialer Verkennung,"Geiling, Heiko",Verfasser,unknown
970746210,Tizenkét előadás a Frankfurti Iskoláról és a diákmozgalmakról,"Weiss, János",Verfasser,(DE-588)140350950; https://d-nb.info/gnd/140350950; (DE-101)140350950
955896916,1968 - 30 Jahre danach,unknown,unknown,unknown
956418090,1968 und die Germanistik,unknown,unknown,unknown
95614117X,Amerikahaus und der Tanz um die Frauen,"Delius, Friedrich Christian",Verfasser,(DE-588)118924389; https://d-nb.info/gnd/118924389; (DE-101)118924389
956428479,Claes Oldenburgs Lipstick (ascending) on caterpillar tracks,"Dickel, Hans",Verfasser,(DE-588)120786699; https://d-nb.info/gnd/120786699; (DE-101)120786699
1212199472,Claes Oldenburgs Lipstick (Ascending) on Caterpillar Tracks. Yale 1969,"Dickel, Hans",unknown,(DE-588)120786699; https://d-nb.info/gnd/120786699; (DE-101)120786699
957146884,Die ägyptische Studentenbewegung,"Fariborz, Arian",Verfasser,(DE-588)121285650; https://d-nb.info/gnd/121285650; (DE-101)121285650
956400035,Die ungefähre Welt,"Rouaud, Jean",Verfasser,(DE-588)115686983; https://d-nb.info/gnd/115686983; (DE-101)115686983
960954821,Mouvement étudiant et critique du fascisme en Allemagne dans les années soixante,"Kohser-Spohn, Christiane",Verfasser,(DE-588)122732960; https://d-nb.info/gnd/122732960; (DE-101)122732960
958853711,"Protest oder ""Störung""?",unknown,unknown,unknown
954927834,The politics of depoliticization in Republican China,"Huang, Jianli",Verfasser,(DE-588)1158312598; https://d-nb.info/gnd/1158312598; (DE-101)1158312598
955287928,Vision impossible?,unknown,unknown,unknown
953418294,1968 - vom Ereignis zum Gegenstand der Geschichtswissenschaft,unknown,unknown,unknown
953831795,1968 am Rhein,unknown,unknown,unknown
954488563,1968 und die Folgen,"Agnoli, Johannes",Verfasser,(DE-588)119241323; https://d-nb.info/gnd/119241323; (DE-101)119241323
952896966,1968: Jugend - Kultur - Revolution,unknown,unknown,unknown
954053753,30 Jahre Ketzer,unknown,unknown,unknown
954344472,'68 und die Folgen,unknown,unknown,unknown
959716874,"Achtundvierzig, achtundsechzig",unknown,unknown,unknown
953234355,Brandeis,"Jaeggi, Urs",Verfasser,(DE-588)119011905; https://d-nb.info/gnd/119011905; (DE-101)119011905
953734293,Bye-bye '68 ...,unknown,unknown,unknown
957101287,Das christliche Abendland und die fremden Religionen,unknown,unknown,unknown
954364627,Der Aufruhr der 68er,"Fels, Gerhard",Verfasser,(DE-588)121528332; https://d-nb.info/gnd/121528332; (DE-101)121528332
954690133,Der Jade-Pavillon,"Konsalik, Heinz G.",Verfasser,(DE-588)11856515X; https://d-nb.info/gnd/11856515X; (DE-101)11856515X
95285726X,"Die 68er: ""Macht kaputt, was Euch kaputt macht""","Uesseler, Rolf",Verfasser,(DE-588)109144465; https://d-nb.info/gnd/109144465; (DE-101)109144465
954334531,Die Toten: 1967 - 1993,unknown,unknown,unknown
956824412,Die Widerspiegelung des Zeitgeschehens der Jahre 1968 bis 1970 in den Synodalpredigten der Evangelischen Kirche in Hessen und Nassau,"Spindler, Wilhelm Henning",Verfasser,unknown
952127016,Die zahme Revolution,"Ebner, Paulus",Verfasser,(DE-588)120143526; https://d-nb.info/gnd/120143526; (DE-101)120143526
986977055,Diskus,unknown,unknown,unknown
953673154,Frankfurter Schule und Studentenbewegung,unknown,unknown,unknown
953673219,Frankfurter Schule und Studentenbewegung,unknown,unknown,unknown
953673243,Frankfurter Schule und Studentenbewegung,unknown,unknown,unknown
953556751,Heißer Sommer,"Timm, Uwe",Verfasser,(DE-588)118839276; https://d-nb.info/gnd/118839276; (DE-101)118839276
1192025571,Kritische Psychologie,"Mattes, Peter",Verfasser,(DE-588)1214467822; https://d-nb.info/gnd/1214467822; (DE-101)1214467822
953826678,"""Lucky Streik"" - ein Kampf um Bildung",unknown,unknown,unknown
1191650294,Möglichkeiten postmoderner kritischer Psychologie,"Mattes, Peter",Verfasser,(DE-588)1214467822; https://d-nb.info/gnd/1214467822; (DE-101)1214467822
954211669,"Pädagogik, Politik, Ästhetik","Jansa, Axel",Verfasser,(DE-588)120360896; https://d-nb.info/gnd/120360896; (DE-101)120360896
953388204,Street fighting years,"Ali, Tariq",Verfasser,(DE-588)120088800; https://d-nb.info/gnd/120088800; (DE-101)120088800
953759571,Studentenbewegungen der 60er Jahre,"Kimmel, Michael",Verfasser,unknown
953368068,The radical subject,"Plowman, Andrew",Verfasser,(DE-588)120082500; https://d-nb.info/gnd/120082500; (DE-101)120082500
952190788,Wahlmanipulationen,"Kunth, Peter",Verfasser,(DE-588)115862552; https://d-nb.info/gnd/115862552; (DE-101)115862552
952313413,Zappa meets Havel,"Berman, Paul",Verfasser,(DE-588)136656781; https://d-nb.info/gnd/136656781; (DE-101)136656781
952890542,1968,unknown,unknown,unknown
948616261,Aachens junge Wilde aus dem Hörsaal,"Siemons, Hans",Verfasser,(DE-588)115421289; https://d-nb.info/gnd/115421289; (DE-101)115421289
951540645,Amerikahaus und der Tanz um die Frauen,"Delius, Friedrich Christian",Verfasser,(DE-588)118924389; https://d-nb.info/gnd/118924389; (DE-101)118924389
950566497,Das Altern einer Generation,"Bude, Heinz",Verfasser,(DE-588)122461029; https://d-nb.info/gnd/122461029; (DE-101)122461029
951315463,Die Sprache von Studenten- und Alternativbewegung,"Czubayko, Astrid",Verfasser,(DE-588)1158107102; https://d-nb.info/gnd/1158107102; (DE-101)1158107102
951505068,Die ungefähre Welt,"Rouaud, Jean",Verfasser,(DE-588)115686983; https://d-nb.info/gnd/115686983; (DE-101)115686983
95214395X,Establishment oder die formierte Gesellschaft in konzertierter Aktion,"Katz, Casimir",Verfasser,(DE-588)133085333; https://d-nb.info/gnd/133085333; (DE-101)133085333
952167239,Schülerzeitungen,"Elhardt, Rudolf",Verfasser,(DE-588)114175209; https://d-nb.info/gnd/114175209; (DE-101)114175209
950183490,Verschollen in Shanghai,"Clifford, Nicholas R.",Verfasser,unknown
947510354,1968,"Wabl, Matthias",Verfasser,unknown
946396396,Die Studentenbewegungen in den Vereinigten Staaten und der Bundesrepublik Deutschland der sechziger Jahre,"Juchler, Ingo",Verfasser,(DE-588)112787061; https://d-nb.info/gnd/112787061; (DE-101)112787061
953815838,Drei Jahrzehnte Umbruch der deutschen Universitäten,unknown,unknown,unknown
946755590,Ortswechsel,"Lodge, David",Verfasser,(DE-588)118915185; https://d-nb.info/gnd/118915185; (DE-101)118915185
947468757,The politics of depoliticization in Republican China,"Huang, Jianli",Verfasser,(DE-588)1158312598; https://d-nb.info/gnd/1158312598; (DE-101)1158312598
931725925,Achtundsechzig,"Negt, Oskar",Verfasser,(DE-588)11858684X; https://d-nb.info/gnd/11858684X; (DE-101)11858684X
942887727,Das Altern einer Generation,"Bude, Heinz",Verfasser,(DE-588)122461029; https://d-nb.info/gnd/122461029; (DE-101)122461029
946608563,Das Altern einer Generation,"Bude, Heinz",Verfasser,(DE-588)122461029; https://d-nb.info/gnd/122461029; (DE-101)122461029
