idn,titel,author,rela,gnd
365677981,Maranatha,"Frick, Heinrich",Verfasser,(DE-588)118703129; https://d-nb.info/gnd/118703129; (DE-101)118703129
579800113,Wir glauben an den Dreieinigen Gott - was ist das?,"Fendt, Leonhard",Verfasser,(DE-588)116462744; https://d-nb.info/gnd/116462744; (DE-101)116462744
362088268,Theologie und politische Gestaltung,"Quervain, Alfred de",Verfasser,(DE-588)118597310; https://d-nb.info/gnd/118597310; (DE-101)118597310
580131939,Mystik oder Versöhnung?,"Heim, Karl",Verfasser,(DE-588)118547909; https://d-nb.info/gnd/118547909; (DE-101)118547909
362607036,Erlebtes,"Schlatter, Adolf",Verfasser,(DE-588)118607928; https://d-nb.info/gnd/118607928; (DE-101)118607928
580000893,Gott und die Geschichte,unknown,unknown,unknown
362138214,Begegnungen mit Jesus,"Rendtorff, Heinrich",Verfasser,unknown
578895013,Das Jahr der Kirche,"Björkquist, Manfred",Verfasser,(DE-588)138885605; https://d-nb.info/gnd/138885605; (DE-101)138885605
578904357,Der verborgene Gott bei Luther,"Blanke, Fritz",Verfasser,(DE-588)12060714X; https://d-nb.info/gnd/12060714X; (DE-101)12060714X
580399850,Die chinesischen Christen unter den gegenwärtigen Wandlungen in China,"Knak, Siegfried",Verfasser,(DE-588)116243716; https://d-nb.info/gnd/116243716; (DE-101)116243716
362788847,Die Herrlichkeit Gottes,"Stange, Carl",Verfasser,(DE-588)119148471; https://d-nb.info/gnd/119148471; (DE-101)119148471
580132005,Die neue Welt Gottes,"Heim, Karl",Verfasser,(DE-588)118547909; https://d-nb.info/gnd/118547909; (DE-101)118547909
362138230,Gott wartet,"Rendtorff, Heinrich",Verfasser,unknown
362656967,Grundmotive des Glaubens,"Schrenk, Gottlob",Verfasser,(DE-588)143604643; https://d-nb.info/gnd/143604643; (DE-101)143604643
362770433,Harmonien und Dissonanzen,"Spemann, Franz",Verfasser,(DE-588)101370571; https://d-nb.info/gnd/101370571; (DE-101)101370571
361969783,Satanismus und Dämonie in Geschichte und Gegenwart,"Obendiek, Harmannus",Verfasser,(DE-588)139131639; https://d-nb.info/gnd/139131639; (DE-101)139131639
1236354982,Sozialistisch-akademische Rundschau,unknown,unknown,unknown
010569359,Sozialistisch-akademische Rundschau,unknown,unknown,unknown
580410471,Von der Niedrigkeit Christi,"Köberle, Adolf",Verfasser,(DE-588)118564161; https://d-nb.info/gnd/118564161; (DE-101)118564161
362613559,Afrika im Lichte der Weltpolitik und der Weltmission,"Schlunk, Martin",Verfasser,(DE-588)117521086; https://d-nb.info/gnd/117521086; (DE-101)117521086
362785422,Alttestamentliche Frömmigkeit und Volkswiederaufbau,"Staerk, Willy",Verfasser,(DE-588)117202959; https://d-nb.info/gnd/117202959; (DE-101)117202959
362613575,Das Christentum und die Völker,"Schlunk, Martin",Verfasser,(DE-588)117521086; https://d-nb.info/gnd/117521086; (DE-101)117521086
36294508X,Geist und Leib,"Vermeil, Walter",Verfasser,unknown
362785430,"Das religiöse Leben der westeuropäischen Judenheit vornehmlich Deutschlands, u. s. Wertung vom christl. Gottesgedanken aus","Staerk, Willy",Verfasser,(DE-588)117202959; https://d-nb.info/gnd/117202959; (DE-101)117202959
580151255,Der alttestamentliche Gott,"Hempel, Johannes",Verfasser,(DE-588)116699051; https://d-nb.info/gnd/116699051; (DE-101)116699051
580131998,Der Weg zum Herzen Gottes,"Heim, Karl",Verfasser,(DE-588)118547909; https://d-nb.info/gnd/118547909; (DE-101)118547909
578975750,Die Absolutheit Jesu,"Brunner, Emil",Verfasser,(DE-588)118516175; https://d-nb.info/gnd/118516175; (DE-101)118516175
362776512,"Die drei Wege des Erkennens in Wissenschaft, Dichtung u. Offenbarung","Spoerri, Theophil",Verfasser,(DE-588)118616358; https://d-nb.info/gnd/118616358; (DE-101)118616358
578740117,Die Krisis der Ethik und das Evangelium,"Althaus, Paul",Verfasser,unknown
362770492,Die Seele des Musikers,"Spemann, Franz",Verfasser,(DE-588)101370571; https://d-nb.info/gnd/101370571; (DE-101)101370571
362632944,Gottes Reich und unsere Tat,"Schmitz, Otto",Verfasser,(DE-588)116816163; https://d-nb.info/gnd/116816163; (DE-101)116816163
580276562,Jesus in unserem Schülerleben,"Degenfeld, Udo",Verfasser,(DE-588)1148123121; https://d-nb.info/gnd/1148123121; (DE-101)1148123121
580379493,Jesus und die Juden,"Kittel, Gerhard",Verfasser,(DE-588)118562592; https://d-nb.info/gnd/118562592; (DE-101)118562592
580524914,Lebensgesetze,unknown,unknown,unknown
363037853,Unsere Zukunftserwartung im Lichte der Schrift,"Weismann, Gotthilf",Verfasser,(DE-588)11727898X; https://d-nb.info/gnd/11727898X; (DE-101)11727898X
362770506,Von Heinrich W. Riehl bis Oswald Spengler,"Spemann, Franz",Verfasser,(DE-588)101370571; https://d-nb.info/gnd/101370571; (DE-101)101370571
579031675,Christus-Herrschaft,unknown,unknown,unknown
362656940,Christusglaube,"Schrenk, Gottlob",Verfasser,(DE-588)143604643; https://d-nb.info/gnd/143604643; (DE-101)143604643
362656924,Die Aneignung des Heils,"Schrenk, Gottlob",Verfasser,(DE-588)143604643; https://d-nb.info/gnd/143604643; (DE-101)143604643
579710653,Die Ehre Gottes,unknown,unknown,unknown
362114447,Regem habemus,unknown,unknown,unknown
362632995,Vom Wesen des Ärgernisses,"Schmitz, Otto",Verfasser,(DE-588)116816163; https://d-nb.info/gnd/116816163; (DE-101)116816163
580274349,Von Jerusalem nach Rom,"Jasper, Gerhard",Verfasser,(DE-588)1055374116; https://d-nb.info/gnd/1055374116; (DE-101)1055374116
362633002,Wie werde ich mit dem Leben fertig?,"Schmitz, Otto",Verfasser,(DE-588)116816163; https://d-nb.info/gnd/116816163; (DE-101)116816163
362632987,Aus der Welt eines Gefangenen,"Schmitz, Otto",Verfasser,(DE-588)116816163; https://d-nb.info/gnd/116816163; (DE-101)116816163
362138206,Begegnungen mit Jesus für Menschen von heute ausgelegt,"Rendtorff, Heinrich",Verfasser,unknown
362138192,"Begegnungen mit Jesus, f. Menschen von heute ausgelegt","Rendtorff, Heinrich",Verfasser,unknown
580490408,Bekehrung eines Gottlosen,"Kurosaki, Kōkichi",Verfasser,(DE-588)1020251530; https://d-nb.info/gnd/1020251530; (DE-101)1020251530
580490394,Bekehrung eines Gottlosen,"Kurosaki, Kōkichi",Verfasser,(DE-588)1020251530; https://d-nb.info/gnd/1020251530; (DE-101)1020251530
578895005,Die frohe Botschaft der Kirche,"Björkquist, Manfred",Verfasser,(DE-588)138885605; https://d-nb.info/gnd/138885605; (DE-101)138885605
362632936,Die Gewißheit der Christusbotschaft,"Schmitz, Otto",Verfasser,(DE-588)116816163; https://d-nb.info/gnd/116816163; (DE-101)116816163
57966368X,Entstehung der katholischen deutschen Studentenbewegung in Österreich,"Dörrer, Anton",Verfasser,(DE-588)11616977X; https://d-nb.info/gnd/11616977X; (DE-101)11616977X
362607028,Erlebtes,"Schlatter, Adolf",Verfasser,(DE-588)118607928; https://d-nb.info/gnd/118607928; (DE-101)118607928
36277045X,Idealismus und Christentum,"Spemann, Franz",Verfasser,(DE-588)101370571; https://d-nb.info/gnd/101370571; (DE-101)101370571
36312957X,Im Kampf um Reinheit,"Zander, Paul",Verfasser,(DE-588)1055452753; https://d-nb.info/gnd/1055452753; (DE-101)1055452753
363129588,Im Kampf um Reinheit,"Zander, Paul",Verfasser,(DE-588)1055452753; https://d-nb.info/gnd/1055452753; (DE-101)1055452753
01561512X,Nachrichtenblatt des Völkisch-Sozialen Studentenblockes,unknown,unknown,unknown
363036660,Pazifismus und Christentum,"Weise, Johannes",Verfasser,(DE-588)1055463836; https://d-nb.info/gnd/1055463836; (DE-101)1055463836
58072820X,Wirtschaftlicher Wiederaufbau,"Michaelis, Georg",Verfasser,(DE-588)119059584; https://d-nb.info/gnd/119059584; (DE-101)119059584
362607184,Das Unser-Vater und unsere gegenwärtige Lage,"Schlatter, Adolf",Verfasser,(DE-588)118607928; https://d-nb.info/gnd/118607928; (DE-101)118607928
58013198X,Der Weg zum Herzen Gottes,"Heim, Karl",Verfasser,(DE-588)118547909; https://d-nb.info/gnd/118547909; (DE-101)118547909
36301943X,Die Botschaft vom Reich Gottes,"Weber, Hermann",Verfasser,(DE-588)101278178X; https://d-nb.info/gnd/101278178X; (DE-101)101278178X
580279065,Die Würde des Menschen,"Jensen, Paul Theodor",Verfasser,(DE-588)127517154; https://d-nb.info/gnd/127517154; (DE-101)127517154
368426696,Einflüsse Jesu,"Schrenk, Gottlob",Verfasser,(DE-588)143604643; https://d-nb.info/gnd/143604643; (DE-101)143604643
580131912,Friede mit Gott,"Heim, Karl",Verfasser,(DE-588)118547909; https://d-nb.info/gnd/118547909; (DE-101)118547909
362656975,Stille und Kraft,"Schrenk, Gottlob",Verfasser,(DE-588)143604643; https://d-nb.info/gnd/143604643; (DE-101)143604643
362788774,Zeitgeist und Urchristentum,"Stange, Erich",Verfasser,(DE-588)118752677; https://d-nb.info/gnd/118752677; (DE-101)118752677
362770468,Zur Philosophie der Geschichte,"Spemann, Franz",Verfasser,(DE-588)101370571; https://d-nb.info/gnd/101370571; (DE-101)101370571
580334198,Anthroposophie und Christentum,"Kant, Thea",Verfasser,(DE-588)127466231; https://d-nb.info/gnd/127466231; (DE-101)127466231
580251721,Aus der Quelle des Wortes,"Humburg, Paul",Verfasser,(DE-588)118722913; https://d-nb.info/gnd/118722913; (DE-101)118722913
362632979,Aus der Welt eines Gefangenen,"Schmitz, Otto",Verfasser,(DE-588)116816163; https://d-nb.info/gnd/116816163; (DE-101)116816163
580131890,Bilden ungelöste Fragen ein Hindernis für den Glauben?,"Heim, Karl",Verfasser,(DE-588)118547909; https://d-nb.info/gnd/118547909; (DE-101)118547909
580042154,Das moderne physikalische Weltbild und der christliche Glaube,"Gruner, Paul",Verfasser,(DE-588)116900571; https://d-nb.info/gnd/116900571; (DE-101)116900571
362642532,Das Selbstzeugnis Jesu nach den drei ersten Evangelien,"Schniewind, Julius",Verfasser,(DE-588)118758756; https://d-nb.info/gnd/118758756; (DE-101)118758756
362632928,Die Gewißheit der Christusbotschaft,"Schmitz, Otto",Verfasser,(DE-588)116816163; https://d-nb.info/gnd/116816163; (DE-101)116816163
580131963,Tolstoi und Jesus,"Heim, Karl",Verfasser,(DE-588)118547909; https://d-nb.info/gnd/118547909; (DE-101)118547909
363025170,Das Felderlebnis,"Wegeleben, Siegfried",Verfasser,(DE-588)1055463844; https://d-nb.info/gnd/1055463844; (DE-101)1055463844
580164756,Der Herr ist der Geist,unknown,unknown,unknown
580783138,Der Herr ist der Geist,"Müller, Karl Friedrich",Verfasser,(DE-588)138219885; https://d-nb.info/gnd/138219885; (DE-101)138219885
361523068,Die internationale Studentenbewegung nach dem Kriege,"Lips, Julius",Verfasser,(DE-588)118728547; https://d-nb.info/gnd/118728547; (DE-101)118728547
362770476,Die Seele des Musikers,"Spemann, Franz",Verfasser,(DE-588)101370571; https://d-nb.info/gnd/101370571; (DE-101)101370571
363129561,Im Kampf um Reinheit,"Zander, Paul",Verfasser,(DE-588)1055452753; https://d-nb.info/gnd/1055452753; (DE-101)1055452753
362770425,Bekenntnisse eines modernen Studenten,"Spemann, Franz",Verfasser,(DE-588)101370571; https://d-nb.info/gnd/101370571; (DE-101)101370571
580131882,Bilden ungelöste Fragen ein Hindernis für den Glauben?,"Heim, Karl",Verfasser,(DE-588)118547909; https://d-nb.info/gnd/118547909; (DE-101)118547909
362788685,Ein Menschenalter deutscher christlicher Studentenbewegung,"Stange, Erich",Verfasser,(DE-588)118752677; https://d-nb.info/gnd/118752677; (DE-101)118752677
36256003X,Gespräch über den Glauben,"Samuel, Otto",Verfasser,(DE-588)141527412; https://d-nb.info/gnd/141527412; (DE-101)141527412
362770441,Idealismus und Christentum,"Spemann, Franz",Verfasser,(DE-588)101370571; https://d-nb.info/gnd/101370571; (DE-101)101370571
580281329,Jesus der Herr,unknown,unknown,unknown
363036652,Pazifismus und Christentum,"Weise, Johannes",Verfasser,(DE-588)1055463836; https://d-nb.info/gnd/1055463836; (DE-101)1055463836
579670090,Die flämische Studentenbewegung,"Dosfel, Lodewijk",Verfasser,(DE-588)1053565909; https://d-nb.info/gnd/1053565909; (DE-101)1053565909
012992879,Die kleine akademische Feldpost,unknown,unknown,unknown
1314442945,Die kleine akademische Feldpost; vereint mit den Mitteilungen zur Förderung einer deutschen christlichen Studentenbewegung,unknown,unknown,unknown
361263341,Morgenröte,"Niedermeyer, Gerhard",Verfasser,(DE-588)11700037X; https://d-nb.info/gnd/11700037X; (DE-101)11700037X
012981931,Die Furche,unknown,unknown,unknown
012992860,Mitteilungen / Deutsche Christliche Studentenbewegung,unknown,unknown,unknown
012995568,Mitteilungen zur Förderung einer deutschen christlichen Studentenbewegung,unknown,unknown,unknown
1219876445,Brief,"Buber-Neumann, Margarete",Verfasser,(DE-588)118516485; https://d-nb.info/gnd/118516485; (DE-101)118516485
1214612245,Briefe,unknown,unknown,unknown
1179517342,Der späte Nachhall von ’68 – Alte Erkenntnisse in neuen Gewändern?,"Schmidt, Rudi",Verfasser,unknown
1161721533,Die Revolution der Partizipation – das Erbe von 1968,"Wolfrum, Edgar",Verfasser,(DE-588)122851595; https://d-nb.info/gnd/122851595; (DE-101)122851595
552120537,Die Studentenbewegung der sechziger Jahre: Schwerpunkt Österreich,unknown,unknown,unknown
1233275909,"Erratum zu: Eckel, Jan/Schild, Georg (Hrsg.): 1968. Verdichtung des Wandels und globaler Moment (Tübinger Vorlesungen), 220 S., Mohr Siebeck, Tübingen 2019. Kraushaar, Wolfgang: Die 68er-Bewegung International. Eine illustrierte Chronik 1960–1969, 4 Bde., 2.004 S., Klett-Cotta, Stuttgart 2018","Bührer, Werner",Verfasser,(DE-588)170414434; https://d-nb.info/gnd/170414434; (DE-101)170414434
953673081,Frankfurter Schule und Studentenbewegung,unknown,unknown,unknown
560111479,Missionsstudien,unknown,unknown,unknown
1333866011,Rudi Dutschke: Tragische Folge eines Attentats,"Meißner, Thomas",Verfasser,unknown
362816468,Stimmen aus der deutschen christlichen Studentenbewegung,unknown,unknown,unknown
362816565,Stimmen und Zeugnisse,unknown,unknown,unknown
122532694X,Türkische und Türkisch-Deutsche Perspektiven in der (Re)Konstruktion von ‚1968’,"Gezen, Ela",Verfasser,unknown
1144081238,Zu einer Theorie der Studentenunruhen in fortgeschrittenen Industriegesellschaften,unknown,unknown,unknown
